Element,Episode,Title,Included
Person,S16E07,DEEP WOODS,0
Portrait,S16E07,DEEP WOODS,0
Rectangle 3D Frame,S16E07,DEEP WOODS,0
Rectangular Frame,S16E07,DEEP WOODS,0
River,S16E07,DEEP WOODS,1
Rocks,S16E07,DEEP WOODS,1
Seashell Frame,S16E07,DEEP WOODS,0
Snowy Mountain,S16E07,DEEP WOODS,0
Snow,S16E07,DEEP WOODS,0
Split Frame,S16E07,DEEP WOODS,0
Steve Ross,S16E07,DEEP WOODS,0
Structure,S16E07,DEEP WOODS,0
SUN,S16E07,DEEP WOODS,0
Tomb Frame,S16E07,DEEP WOODS,0
Trees,S16E07,DEEP WOODS,1
Tree,S16E07,DEEP WOODS,1
Triple Frame,S16E07,DEEP WOODS,0
Waterfall,S16E07,DEEP WOODS,1
Waves,S16E07,DEEP WOODS,0
Windmill,S16E07,DEEP WOODS,0
Window Frame,S16E07,DEEP WOODS,0
Winter,S16E07,DEEP WOODS,0
Wood Framed,S16E07,DEEP WOODS,0
Apple Frame,S16E08,HIGH TIDE,0
Aurora Borealis,S16E08,HIGH TIDE,0
Barn,S16E08,HIGH TIDE,0
Beach,S16E08,HIGH TIDE,1
Boat,S16E08,HIGH TIDE,0
Bridge,S16E08,HIGH TIDE,0
Building,S16E08,HIGH TIDE,0
Bushes,S16E08,HIGH TIDE,0
Cabin,S16E08,HIGH TIDE,0
Cactus,S16E08,HIGH TIDE,0
Circle Frame,S16E08,HIGH TIDE,0
Cirrus,S16E08,HIGH TIDE,0
Cliff,S16E08,HIGH TIDE,0
Clouds,S16E08,HIGH TIDE,1
Conifer,S16E08,HIGH TIDE,0
Cumulus,S16E08,HIGH TIDE,0
Deciduous,S16E08,HIGH TIDE,0
Diane Andre,S16E08,HIGH TIDE,0
Dock,S16E08,HIGH TIDE,0
Double Oval Frame,S16E08,HIGH TIDE,0
Farm,S16E08,HIGH TIDE,0
Fence,S16E08,HIGH TIDE,0
Fire,S16E08,HIGH TIDE,0
Florida Frame,S16E08,HIGH TIDE,0
Flowers,S16E08,HIGH TIDE,0
FOG,S16E08,HIGH TIDE,0
Framed,S16E08,HIGH TIDE,0
Grass,S16E08,HIGH TIDE,0
Guest,S16E08,HIGH TIDE,0
Half Circle Frame,S16E08,HIGH TIDE,0
Half Oval Frame,S16E08,HIGH TIDE,0
Hills,S16E08,HIGH TIDE,0
Lakes,S16E08,HIGH TIDE,0
Lake,S16E08,HIGH TIDE,0
Lighthouse,S16E08,HIGH TIDE,0
Mill,S16E08,HIGH TIDE,0
Moon,S16E08,HIGH TIDE,0
Mountains,S16E08,HIGH TIDE,0
Mountain,S16E08,HIGH TIDE,0
Night,S16E08,HIGH TIDE,0
Ocean,S16E08,HIGH TIDE,1
Oval Frame,S16E08,HIGH TIDE,0
Palm Trees,S16E08,HIGH TIDE,1
Path,S16E08,HIGH TIDE,0
Person,S16E08,HIGH TIDE,0
Portrait,S16E08,HIGH TIDE,0
Rectangle 3D Frame,S16E08,HIGH TIDE,0
Rectangular Frame,S16E08,HIGH TIDE,0
River,S16E08,HIGH TIDE,0
Rocks,S16E08,HIGH TIDE,0
Seashell Frame,S16E08,HIGH TIDE,0
Snowy Mountain,S16E08,HIGH TIDE,0
Snow,S16E08,HIGH TIDE,0
Split Frame,S16E08,HIGH TIDE,0
Steve Ross,S16E08,HIGH TIDE,0
Structure,S16E08,HIGH TIDE,0
SUN,S16E08,HIGH TIDE,0
Tomb Frame,S16E08,HIGH TIDE,0
Trees,S16E08,HIGH TIDE,0
Tree,S16E08,HIGH TIDE,0
Triple Frame,S16E08,HIGH TIDE,0
Waterfall,S16E08,HIGH TIDE,0
Waves,S16E08,HIGH TIDE,1
Windmill,S16E08,HIGH TIDE,0
Window Frame,S16E08,HIGH TIDE,0
Winter,S16E08,HIGH TIDE,0
Wood Framed,S16E08,HIGH TIDE,0
Apple Frame,S16E09,BARN IN SNOW OVAL,0
Aurora Borealis,S16E09,BARN IN SNOW OVAL,0
Barn,S16E09,BARN IN SNOW OVAL,1
Beach,S16E09,BARN IN SNOW OVAL,0
Boat,S16E09,BARN IN SNOW OVAL,0
Bridge,S16E09,BARN IN SNOW OVAL,0
Building,S16E09,BARN IN SNOW OVAL,0
Bushes,S16E09,BARN IN SNOW OVAL,0
Cabin,S16E09,BARN IN SNOW OVAL,0
Cactus,S16E09,BARN IN SNOW OVAL,0
Circle Frame,S16E09,BARN IN SNOW OVAL,0
Cirrus,S16E09,BARN IN SNOW OVAL,0
Cliff,S16E09,BARN IN SNOW OVAL,0
Clouds,S16E09,BARN IN SNOW OVAL,0
Conifer,S16E09,BARN IN SNOW OVAL,1
Cumulus,S16E09,BARN IN SNOW OVAL,0
Deciduous,S16E09,BARN IN SNOW OVAL,0
Diane Andre,S16E09,BARN IN SNOW OVAL,0
Dock,S16E09,BARN IN SNOW OVAL,0
Double Oval Frame,S16E09,BARN IN SNOW OVAL,0
Farm,S16E09,BARN IN SNOW OVAL,0
Fence,S16E09,BARN IN SNOW OVAL,1
Fire,S16E09,BARN IN SNOW OVAL,0
Florida Frame,S16E09,BARN IN SNOW OVAL,0
Flowers,S16E09,BARN IN SNOW OVAL,0
FOG,S16E09,BARN IN SNOW OVAL,0
Framed,S16E09,BARN IN SNOW OVAL,1
Grass,S16E09,BARN IN SNOW OVAL,0
Guest,S16E09,BARN IN SNOW OVAL,0
Half Circle Frame,S16E09,BARN IN SNOW OVAL,0
Half Oval Frame,S16E09,BARN IN SNOW OVAL,0
Hills,S16E09,BARN IN SNOW OVAL,0
Lakes,S16E09,BARN IN SNOW OVAL,0
Lake,S16E09,BARN IN SNOW OVAL,0
Lighthouse,S16E09,BARN IN SNOW OVAL,0
Mill,S16E09,BARN IN SNOW OVAL,0
Moon,S16E09,BARN IN SNOW OVAL,0
Mountains,S16E09,BARN IN SNOW OVAL,0
Mountain,S16E09,BARN IN SNOW OVAL,0
Night,S16E09,BARN IN SNOW OVAL,0
Ocean,S16E09,BARN IN SNOW OVAL,0
Oval Frame,S16E09,BARN IN SNOW OVAL,1
Palm Trees,S16E09,BARN IN SNOW OVAL,0
Path,S16E09,BARN IN SNOW OVAL,0
Person,S16E09,BARN IN SNOW OVAL,0
Portrait,S16E09,BARN IN SNOW OVAL,0
Rectangle 3D Frame,S16E09,BARN IN SNOW OVAL,0
Rectangular Frame,S16E09,BARN IN SNOW OVAL,0
River,S16E09,BARN IN SNOW OVAL,0
Rocks,S16E09,BARN IN SNOW OVAL,0
Seashell Frame,S16E09,BARN IN SNOW OVAL,0
Snowy Mountain,S16E09,BARN IN SNOW OVAL,0
Snow,S16E09,BARN IN SNOW OVAL,1
Split Frame,S16E09,BARN IN SNOW OVAL,0
Steve Ross,S16E09,BARN IN SNOW OVAL,0
Structure,S16E09,BARN IN SNOW OVAL,1
SUN,S16E09,BARN IN SNOW OVAL,0
Tomb Frame,S16E09,BARN IN SNOW OVAL,0
Trees,S16E09,BARN IN SNOW OVAL,1
Tree,S16E09,BARN IN SNOW OVAL,1
Triple Frame,S16E09,BARN IN SNOW OVAL,0
Waterfall,S16E09,BARN IN SNOW OVAL,0
Waves,S16E09,BARN IN SNOW OVAL,0
Windmill,S16E09,BARN IN SNOW OVAL,0
Window Frame,S16E09,BARN IN SNOW OVAL,0
Winter,S16E09,BARN IN SNOW OVAL,1
Wood Framed,S16E09,BARN IN SNOW OVAL,0
Apple Frame,S16E10,THAT TIME OF YEAR,0
Aurora Borealis,S16E10,THAT TIME OF YEAR,0
Barn,S16E10,THAT TIME OF YEAR,0
Beach,S16E10,THAT TIME OF YEAR,0
Boat,S16E10,THAT TIME OF YEAR,0
Bridge,S16E10,THAT TIME OF YEAR,0
Building,S16E10,THAT TIME OF YEAR,0
Bushes,S16E10,THAT TIME OF YEAR,0
Cabin,S16E10,THAT TIME OF YEAR,0
Cactus,S16E10,THAT TIME OF YEAR,0
Circle Frame,S16E10,THAT TIME OF YEAR,0
Cirrus,S16E10,THAT TIME OF YEAR,0
Cliff,S16E10,THAT TIME OF YEAR,0
Clouds,S16E10,THAT TIME OF YEAR,1
Conifer,S16E10,THAT TIME OF YEAR,0
Cumulus,S16E10,THAT TIME OF YEAR,0
Deciduous,S16E10,THAT TIME OF YEAR,1
Diane Andre,S16E10,THAT TIME OF YEAR,0
Dock,S16E10,THAT TIME OF YEAR,0
Double Oval Frame,S16E10,THAT TIME OF YEAR,0
Farm,S16E10,THAT TIME OF YEAR,0
Fence,S16E10,THAT TIME OF YEAR,0
Fire,S16E10,THAT TIME OF YEAR,0
Florida Frame,S16E10,THAT TIME OF YEAR,0
Flowers,S16E10,THAT TIME OF YEAR,0
FOG,S16E10,THAT TIME OF YEAR,0
Framed,S16E10,THAT TIME OF YEAR,0
Grass,S16E10,THAT TIME OF YEAR,0
Guest,S16E10,THAT TIME OF YEAR,1
Half Circle Frame,S16E10,THAT TIME OF YEAR,0
Half Oval Frame,S16E10,THAT TIME OF YEAR,0
Hills,S16E10,THAT TIME OF YEAR,1
Lakes,S16E10,THAT TIME OF YEAR,0
Lake,S16E10,THAT TIME OF YEAR,1
Lighthouse,S16E10,THAT TIME OF YEAR,0
Mill,S16E10,THAT TIME OF YEAR,0
Moon,S16E10,THAT TIME OF YEAR,0
Mountains,S16E10,THAT TIME OF YEAR,0
Mountain,S16E10,THAT TIME OF YEAR,0
Night,S16E10,THAT TIME OF YEAR,0
Ocean,S16E10,THAT TIME OF YEAR,0
Oval Frame,S16E10,THAT TIME OF YEAR,0
Palm Trees,S16E10,THAT TIME OF YEAR,0
Path,S16E10,THAT TIME OF YEAR,0
Person,S16E10,THAT TIME OF YEAR,0
Portrait,S16E10,THAT TIME OF YEAR,0
Rectangle 3D Frame,S16E10,THAT TIME OF YEAR,0
Rectangular Frame,S16E10,THAT TIME OF YEAR,0
River,S16E10,THAT TIME OF YEAR,0
Rocks,S16E10,THAT TIME OF YEAR,0
Seashell Frame,S16E10,THAT TIME OF YEAR,0
Snowy Mountain,S16E10,THAT TIME OF YEAR,0
Snow,S16E10,THAT TIME OF YEAR,0
Split Frame,S16E10,THAT TIME OF YEAR,0
Steve Ross,S16E10,THAT TIME OF YEAR,1
Structure,S16E10,THAT TIME OF YEAR,0
SUN,S16E10,THAT TIME OF YEAR,0
Tomb Frame,S16E10,THAT TIME OF YEAR,0
Trees,S16E10,THAT TIME OF YEAR,1
Tree,S16E10,THAT TIME OF YEAR,1
Triple Frame,S16E10,THAT TIME OF YEAR,0
Waterfall,S16E10,THAT TIME OF YEAR,0
Waves,S16E10,THAT TIME OF YEAR,0
Windmill,S16E10,THAT TIME OF YEAR,0
Window Frame,S16E10,THAT TIME OF YEAR,0
Winter,S16E10,THAT TIME OF YEAR,0
Wood Framed,S16E10,THAT TIME OF YEAR,0
Apple Frame,S16E11,WATERFALL WONDER,0
Aurora Borealis,S16E11,WATERFALL WONDER,0
Barn,S16E11,WATERFALL WONDER,0
Beach,S16E11,WATERFALL WONDER,0
Boat,S16E11,WATERFALL WONDER,0
Bridge,S16E11,WATERFALL WONDER,0
Building,S16E11,WATERFALL WONDER,0
Bushes,S16E11,WATERFALL WONDER,1
Cabin,S16E11,WATERFALL WONDER,0
Cactus,S16E11,WATERFALL WONDER,0
Circle Frame,S16E11,WATERFALL WONDER,0
Cirrus,S16E11,WATERFALL WONDER,0
Cliff,S16E11,WATERFALL WONDER,0
Clouds,S16E11,WATERFALL WONDER,0
Conifer,S16E11,WATERFALL WONDER,0
Cumulus,S16E11,WATERFALL WONDER,0
Deciduous,S16E11,WATERFALL WONDER,1
Diane Andre,S16E11,WATERFALL WONDER,0
Dock,S16E11,WATERFALL WONDER,0
Double Oval Frame,S16E11,WATERFALL WONDER,0
Farm,S16E11,WATERFALL WONDER,0
Fence,S16E11,WATERFALL WONDER,0
Fire,S16E11,WATERFALL WONDER,0
Florida Frame,S16E11,WATERFALL WONDER,0
Flowers,S16E11,WATERFALL WONDER,0
FOG,S16E11,WATERFALL WONDER,0
Framed,S16E11,WATERFALL WONDER,0
Grass,S16E11,WATERFALL WONDER,0
Guest,S16E11,WATERFALL WONDER,0
Half Circle Frame,S16E11,WATERFALL WONDER,0
Half Oval Frame,S16E11,WATERFALL WONDER,0
Hills,S16E11,WATERFALL WONDER,0
Lakes,S16E11,WATERFALL WONDER,0
Lake,S16E11,WATERFALL WONDER,0
Lighthouse,S16E11,WATERFALL WONDER,0
Mill,S16E11,WATERFALL WONDER,0
Moon,S16E11,WATERFALL WONDER,0
Mountains,S16E11,WATERFALL WONDER,0
Mountain,S16E11,WATERFALL WONDER,0
Night,S16E11,WATERFALL WONDER,0
Ocean,S16E11,WATERFALL WONDER,0
Oval Frame,S16E11,WATERFALL WONDER,0
Palm Trees,S16E11,WATERFALL WONDER,0
Path,S16E11,WATERFALL WONDER,0
Person,S16E11,WATERFALL WONDER,0
Portrait,S16E11,WATERFALL WONDER,0
Rectangle 3D Frame,S16E11,WATERFALL WONDER,0
Rectangular Frame,S16E11,WATERFALL WONDER,0
River,S16E11,WATERFALL WONDER,1
Rocks,S16E11,WATERFALL WONDER,1
Seashell Frame,S16E11,WATERFALL WONDER,0
Snowy Mountain,S16E11,WATERFALL WONDER,0
Snow,S16E11,WATERFALL WONDER,0
Split Frame,S16E11,WATERFALL WONDER,0
Steve Ross,S16E11,WATERFALL WONDER,0
Structure,S16E11,WATERFALL WONDER,0
SUN,S16E11,WATERFALL WONDER,0
Tomb Frame,S16E11,WATERFALL WONDER,0
Trees,S16E11,WATERFALL WONDER,1
Tree,S16E11,WATERFALL WONDER,1
Triple Frame,S16E11,WATERFALL WONDER,0
Waterfall,S16E11,WATERFALL WONDER,1
Waves,S16E11,WATERFALL WONDER,0
Windmill,S16E11,WATERFALL WONDER,0
Window Frame,S16E11,WATERFALL WONDER,0
Winter,S16E11,WATERFALL WONDER,0
Wood Framed,S16E11,WATERFALL WONDER,0
Apple Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Aurora Borealis,S16E12,MIGHTY MOUNTAIN LAKE,0
Barn,S16E12,MIGHTY MOUNTAIN LAKE,0
Beach,S16E12,MIGHTY MOUNTAIN LAKE,0
Boat,S16E12,MIGHTY MOUNTAIN LAKE,0
Bridge,S16E12,MIGHTY MOUNTAIN LAKE,0
Building,S16E12,MIGHTY MOUNTAIN LAKE,0
Bushes,S16E12,MIGHTY MOUNTAIN LAKE,0
Cabin,S16E12,MIGHTY MOUNTAIN LAKE,0
Cactus,S16E12,MIGHTY MOUNTAIN LAKE,0
Circle Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Cirrus,S16E12,MIGHTY MOUNTAIN LAKE,0
Cliff,S16E12,MIGHTY MOUNTAIN LAKE,0
Clouds,S16E12,MIGHTY MOUNTAIN LAKE,1
Conifer,S16E12,MIGHTY MOUNTAIN LAKE,0
Cumulus,S16E12,MIGHTY MOUNTAIN LAKE,1
Deciduous,S16E12,MIGHTY MOUNTAIN LAKE,0
Diane Andre,S16E12,MIGHTY MOUNTAIN LAKE,0
Dock,S16E12,MIGHTY MOUNTAIN LAKE,0
Double Oval Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Farm,S16E12,MIGHTY MOUNTAIN LAKE,0
Fence,S16E12,MIGHTY MOUNTAIN LAKE,0
Fire,S16E12,MIGHTY MOUNTAIN LAKE,0
Florida Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Flowers,S16E12,MIGHTY MOUNTAIN LAKE,1
FOG,S16E12,MIGHTY MOUNTAIN LAKE,0
Framed,S16E12,MIGHTY MOUNTAIN LAKE,0
Grass,S16E12,MIGHTY MOUNTAIN LAKE,1
Guest,S16E12,MIGHTY MOUNTAIN LAKE,0
Half Circle Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Half Oval Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Hills,S16E12,MIGHTY MOUNTAIN LAKE,0
Lakes,S16E12,MIGHTY MOUNTAIN LAKE,0
Lake,S16E12,MIGHTY MOUNTAIN LAKE,1
Lighthouse,S16E12,MIGHTY MOUNTAIN LAKE,0
Mill,S16E12,MIGHTY MOUNTAIN LAKE,0
Moon,S16E12,MIGHTY MOUNTAIN LAKE,0
Mountains,S16E12,MIGHTY MOUNTAIN LAKE,0
Mountain,S16E12,MIGHTY MOUNTAIN LAKE,1
Night,S16E12,MIGHTY MOUNTAIN LAKE,0
Ocean,S16E12,MIGHTY MOUNTAIN LAKE,0
Oval Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Palm Trees,S16E12,MIGHTY MOUNTAIN LAKE,0
Path,S16E12,MIGHTY MOUNTAIN LAKE,0
Person,S16E12,MIGHTY MOUNTAIN LAKE,0
Portrait,S16E12,MIGHTY MOUNTAIN LAKE,0
Rectangle 3D Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Rectangular Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
River,S16E12,MIGHTY MOUNTAIN LAKE,0
Rocks,S16E12,MIGHTY MOUNTAIN LAKE,0
Seashell Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Snowy Mountain,S16E12,MIGHTY MOUNTAIN LAKE,1
Snow,S16E12,MIGHTY MOUNTAIN LAKE,0
Split Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Steve Ross,S16E12,MIGHTY MOUNTAIN LAKE,0
Structure,S16E12,MIGHTY MOUNTAIN LAKE,0
SUN,S16E12,MIGHTY MOUNTAIN LAKE,0
Tomb Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Trees,S16E12,MIGHTY MOUNTAIN LAKE,0
Tree,S16E12,MIGHTY MOUNTAIN LAKE,0
Triple Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Waterfall,S16E12,MIGHTY MOUNTAIN LAKE,0
Waves,S16E12,MIGHTY MOUNTAIN LAKE,0
Windmill,S16E12,MIGHTY MOUNTAIN LAKE,0
Window Frame,S16E12,MIGHTY MOUNTAIN LAKE,0
Winter,S16E12,MIGHTY MOUNTAIN LAKE,0
Wood Framed,S16E12,MIGHTY MOUNTAIN LAKE,0
Apple Frame,S16E13,WOODED STREAM OVAL,0
Aurora Borealis,S16E13,WOODED STREAM OVAL,0
Barn,S16E13,WOODED STREAM OVAL,0
Beach,S16E13,WOODED STREAM OVAL,0
Boat,S16E13,WOODED STREAM OVAL,0
Bridge,S16E13,WOODED STREAM OVAL,0
Building,S16E13,WOODED STREAM OVAL,0
Bushes,S16E13,WOODED STREAM OVAL,0
Cabin,S16E13,WOODED STREAM OVAL,0
Cactus,S16E13,WOODED STREAM OVAL,0
Circle Frame,S16E13,WOODED STREAM OVAL,0
Cirrus,S16E13,WOODED STREAM OVAL,0
Cliff,S16E13,WOODED STREAM OVAL,0
Clouds,S16E13,WOODED STREAM OVAL,0
Conifer,S16E13,WOODED STREAM OVAL,0
Cumulus,S16E13,WOODED STREAM OVAL,0
Deciduous,S16E13,WOODED STREAM OVAL,1
Diane Andre,S16E13,WOODED STREAM OVAL,0
Dock,S16E13,WOODED STREAM OVAL,0
Double Oval Frame,S16E13,WOODED STREAM OVAL,0
Farm,S16E13,WOODED STREAM OVAL,0
Fence,S16E13,WOODED STREAM OVAL,0
Fire,S16E13,WOODED STREAM OVAL,0
Florida Frame,S16E13,WOODED STREAM OVAL,0
Flowers,S16E13,WOODED STREAM OVAL,0
FOG,S16E13,WOODED STREAM OVAL,0
Framed,S16E13,WOODED STREAM OVAL,1
Grass,S16E13,WOODED STREAM OVAL,0
Guest,S16E13,WOODED STREAM OVAL,0
Half Circle Frame,S16E13,WOODED STREAM OVAL,0
Half Oval Frame,S16E13,WOODED STREAM OVAL,0
Hills,S16E13,WOODED STREAM OVAL,0
Lakes,S16E13,WOODED STREAM OVAL,0
Lake,S16E13,WOODED STREAM OVAL,0
Lighthouse,S16E13,WOODED STREAM OVAL,0
Mill,S16E13,WOODED STREAM OVAL,0
Moon,S16E13,WOODED STREAM OVAL,0
Mountains,S16E13,WOODED STREAM OVAL,0
Mountain,S16E13,WOODED STREAM OVAL,0
Night,S16E13,WOODED STREAM OVAL,0
Ocean,S16E13,WOODED STREAM OVAL,0
Oval Frame,S16E13,WOODED STREAM OVAL,1
Palm Trees,S16E13,WOODED STREAM OVAL,0
Path,S16E13,WOODED STREAM OVAL,0
Person,S16E13,WOODED STREAM OVAL,0
Portrait,S16E13,WOODED STREAM OVAL,0
Rectangle 3D Frame,S16E13,WOODED STREAM OVAL,0
Rectangular Frame,S16E13,WOODED STREAM OVAL,0
River,S16E13,WOODED STREAM OVAL,1
Rocks,S16E13,WOODED STREAM OVAL,1
Seashell Frame,S16E13,WOODED STREAM OVAL,0
Snowy Mountain,S16E13,WOODED STREAM OVAL,0
Snow,S16E13,WOODED STREAM OVAL,0
Split Frame,S16E13,WOODED STREAM OVAL,0
Steve Ross,S16E13,WOODED STREAM OVAL,0
Structure,S16E13,WOODED STREAM OVAL,0
SUN,S16E13,WOODED STREAM OVAL,0
Tomb Frame,S16E13,WOODED STREAM OVAL,0
Trees,S16E13,WOODED STREAM OVAL,1
Tree,S16E13,WOODED STREAM OVAL,1
Triple Frame,S16E13,WOODED STREAM OVAL,0
Waterfall,S16E13,WOODED STREAM OVAL,0
Waves,S16E13,WOODED STREAM OVAL,0
Windmill,S16E13,WOODED STREAM OVAL,0
Window Frame,S16E13,WOODED STREAM OVAL,0
Winter,S16E13,WOODED STREAM OVAL,0
Wood Framed,S16E13,WOODED STREAM OVAL,0
Apple Frame,S17E01,GOLDEN MIST OVAL,0
Aurora Borealis,S17E01,GOLDEN MIST OVAL,0
Barn,S17E01,GOLDEN MIST OVAL,0
Beach,S17E01,GOLDEN MIST OVAL,0
Boat,S17E01,GOLDEN MIST OVAL,0
Bridge,S17E01,GOLDEN MIST OVAL,0
Building,S17E01,GOLDEN MIST OVAL,0
Bushes,S17E01,GOLDEN MIST OVAL,0
Cabin,S17E01,GOLDEN MIST OVAL,0
Cactus,S17E01,GOLDEN MIST OVAL,0
Circle Frame,S17E01,GOLDEN MIST OVAL,0
Cirrus,S17E01,GOLDEN MIST OVAL,0
Cliff,S17E01,GOLDEN MIST OVAL,0
Clouds,S17E01,GOLDEN MIST OVAL,0
Conifer,S17E01,GOLDEN MIST OVAL,1
Cumulus,S17E01,GOLDEN MIST OVAL,0
Deciduous,S17E01,GOLDEN MIST OVAL,0
Diane Andre,S17E01,GOLDEN MIST OVAL,0
Dock,S17E01,GOLDEN MIST OVAL,0
Double Oval Frame,S17E01,GOLDEN MIST OVAL,0
Farm,S17E01,GOLDEN MIST OVAL,0
Fence,S17E01,GOLDEN MIST OVAL,0
Fire,S17E01,GOLDEN MIST OVAL,0
Florida Frame,S17E01,GOLDEN MIST OVAL,0
Flowers,S17E01,GOLDEN MIST OVAL,0
FOG,S17E01,GOLDEN MIST OVAL,1
Framed,S17E01,GOLDEN MIST OVAL,1
Grass,S17E01,GOLDEN MIST OVAL,0
Guest,S17E01,GOLDEN MIST OVAL,0
Half Circle Frame,S17E01,GOLDEN MIST OVAL,0
Half Oval Frame,S17E01,GOLDEN MIST OVAL,0
Hills,S17E01,GOLDEN MIST OVAL,0
Lakes,S17E01,GOLDEN MIST OVAL,0
Lake,S17E01,GOLDEN MIST OVAL,0
Lighthouse,S17E01,GOLDEN MIST OVAL,0
Mill,S17E01,GOLDEN MIST OVAL,0
Moon,S17E01,GOLDEN MIST OVAL,0
Mountains,S17E01,GOLDEN MIST OVAL,0
Mountain,S17E01,GOLDEN MIST OVAL,0
Night,S17E01,GOLDEN MIST OVAL,0
Ocean,S17E01,GOLDEN MIST OVAL,0
Oval Frame,S17E01,GOLDEN MIST OVAL,1
Palm Trees,S17E01,GOLDEN MIST OVAL,0
Path,S17E01,GOLDEN MIST OVAL,0
Person,S17E01,GOLDEN MIST OVAL,0
Portrait,S17E01,GOLDEN MIST OVAL,0
Rectangle 3D Frame,S17E01,GOLDEN MIST OVAL,0
Rectangular Frame,S17E01,GOLDEN MIST OVAL,0
River,S17E01,GOLDEN MIST OVAL,1
Rocks,S17E01,GOLDEN MIST OVAL,0
Seashell Frame,S17E01,GOLDEN MIST OVAL,0
Snowy Mountain,S17E01,GOLDEN MIST OVAL,0
Snow,S17E01,GOLDEN MIST OVAL,0
Split Frame,S17E01,GOLDEN MIST OVAL,0
Steve Ross,S17E01,GOLDEN MIST OVAL,0
Structure,S17E01,GOLDEN MIST OVAL,0
SUN,S17E01,GOLDEN MIST OVAL,0
Tomb Frame,S17E01,GOLDEN MIST OVAL,0
Trees,S17E01,GOLDEN MIST OVAL,1
Tree,S17E01,GOLDEN MIST OVAL,1
Triple Frame,S17E01,GOLDEN MIST OVAL,0
Waterfall,S17E01,GOLDEN MIST OVAL,0
Waves,S17E01,GOLDEN MIST OVAL,0
Windmill,S17E01,GOLDEN MIST OVAL,0
Window Frame,S17E01,GOLDEN MIST OVAL,0
Winter,S17E01,GOLDEN MIST OVAL,0
Wood Framed,S17E01,GOLDEN MIST OVAL,0
Apple Frame,S17E02,THE OLD HOME PLACE,0
Aurora Borealis,S17E02,THE OLD HOME PLACE,0
Barn,S17E02,THE OLD HOME PLACE,0
Beach,S17E02,THE OLD HOME PLACE,0
Boat,S17E02,THE OLD HOME PLACE,0
Bridge,S17E02,THE OLD HOME PLACE,0
Building,S17E02,THE OLD HOME PLACE,0
Bushes,S17E02,THE OLD HOME PLACE,0
Cabin,S17E02,THE OLD HOME PLACE,1
Cactus,S17E02,THE OLD HOME PLACE,0
Circle Frame,S17E02,THE OLD HOME PLACE,0
Cirrus,S17E02,THE OLD HOME PLACE,0
Cliff,S17E02,THE OLD HOME PLACE,0
Clouds,S17E02,THE OLD HOME PLACE,0
Conifer,S17E02,THE OLD HOME PLACE,0
Cumulus,S17E02,THE OLD HOME PLACE,0
Deciduous,S17E02,THE OLD HOME PLACE,1
Diane Andre,S17E02,THE OLD HOME PLACE,0
Dock,S17E02,THE OLD HOME PLACE,0
Double Oval Frame,S17E02,THE OLD HOME PLACE,0
Farm,S17E02,THE OLD HOME PLACE,0
Fence,S17E02,THE OLD HOME PLACE,1
Fire,S17E02,THE OLD HOME PLACE,0
Florida Frame,S17E02,THE OLD HOME PLACE,0
Flowers,S17E02,THE OLD HOME PLACE,0
FOG,S17E02,THE OLD HOME PLACE,0
Framed,S17E02,THE OLD HOME PLACE,0
Grass,S17E02,THE OLD HOME PLACE,1
Guest,S17E02,THE OLD HOME PLACE,0
Half Circle Frame,S17E02,THE OLD HOME PLACE,0
Half Oval Frame,S17E02,THE OLD HOME PLACE,0
Hills,S17E02,THE OLD HOME PLACE,0
Lakes,S17E02,THE OLD HOME PLACE,0
Lake,S17E02,THE OLD HOME PLACE,0
Lighthouse,S17E02,THE OLD HOME PLACE,0
Mill,S17E02,THE OLD HOME PLACE,0
Moon,S17E02,THE OLD HOME PLACE,0
Mountains,S17E02,THE OLD HOME PLACE,0
Mountain,S17E02,THE OLD HOME PLACE,0
Night,S17E02,THE OLD HOME PLACE,0
Ocean,S17E02,THE OLD HOME PLACE,0
Oval Frame,S17E02,THE OLD HOME PLACE,0
Palm Trees,S17E02,THE OLD HOME PLACE,0
Path,S17E02,THE OLD HOME PLACE,1
Person,S17E02,THE OLD HOME PLACE,0
Portrait,S17E02,THE OLD HOME PLACE,0
Rectangle 3D Frame,S17E02,THE OLD HOME PLACE,0
Rectangular Frame,S17E02,THE OLD HOME PLACE,0
River,S17E02,THE OLD HOME PLACE,0
Rocks,S17E02,THE OLD HOME PLACE,0
Seashell Frame,S17E02,THE OLD HOME PLACE,0
Snowy Mountain,S17E02,THE OLD HOME PLACE,0
Snow,S17E02,THE OLD HOME PLACE,0
Split Frame,S17E02,THE OLD HOME PLACE,0
Steve Ross,S17E02,THE OLD HOME PLACE,0
